0.0,11,0	Avatar/NVRPlayer/Head	Avatar/NVRPlayer/LeftHand	Avatar/NVRPlayer/RightHand	CookingEnvironment(Clone)/PanFrying	CookingEnvironment(Clone)/SpoonBig	CookingEnvironment(Clone)/SpoonWood03	CookingEnvironment(Clone)/Pan02	CookingEnvironment(Clone)/bowl	CookingEnvironment(Clone)/Wisp	CookingEnvironment(Clone)/chopsticks_C	CookingEnvironment(Clone)/spoon_B	CookingEnvironment(Clone)/ricebowl_A_c02
4.2081,11,1	-6.6825,1.1293,3.9318,354.1493,345.2679,356.0275	-6.4979,1.5649,4.5937,10.7105,341.2547,17.0463	-6.1909,1.7301,4.6291,338.8916,14.4195,348.8144	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.236,11,1	-6.6825,1.1293,3.9318,354.1471,345.2654,356.0296	-6.4983,1.5653,4.5934,10.6455,341.458,17.0528	-6.1755,1.7383,4.6267,337.364,18.1634,349.2304	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.2618,11,1	-6.6825,1.1293,3.9318,354.1511,345.2607,356.0267	-6.499,1.5658,4.5931,10.5817,341.6225,17.0373	-6.161,1.7435,4.6241,336.0997,21.4839,349.5231	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.2884,11,1	-6.6825,1.1293,3.9318,354.1463,345.2598,356.03	-6.5,1.5663,4.5926,10.5242,341.7609,16.951	-6.1462,1.7461,4.6218,334.7526,24.924,350.4875	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.3161,11,1	-6.6825,1.1292,3.9319,354.1422,345.2597,356.0258	-6.5013,1.5669,4.5918,10.4334,341.8888,16.8329	-6.1306,1.7452,4.6205,333.5126,28.9361,352.0818	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.344,11,1	-6.6825,1.1292,3.9319,354.1428,345.2576,356.0255	-6.5036,1.5677,4.5902,10.3579,342.0683,16.7204	-6.1077,1.7382,4.6209,333.7718,34.509,354.147	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.3734,11,1	-6.6825,1.1292,3.9318,354.1405,345.261,356.0253	-6.5051,1.5678,4.5894,10.3849,342.0819,16.6567	-6.0973,1.7317,4.6213,334.8975,36.5697,354.2571	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.4019,11,1	-6.6825,1.1292,3.9319,354.137,345.2558,356.0266	-6.5075,1.5681,4.588,10.4351,342.0424,16.4811	-6.082,1.7193,4.6225,336.7088,39.3275,354.7311	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.4338,11,1	-6.6825,1.1292,3.932,354.1316,345.2518,356.0263	-6.5115,1.5682,4.5855,10.516,341.9793,16.1956	-6.0616,1.6929,4.6265,340.7373,42.4783,356.5839	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.4615,11,1	-6.6825,1.1292,3.932,354.1338,345.2471,356.0236	-6.5133,1.5681,4.5845,10.6259,341.9533,16.1212	-6.0562,1.6795,4.628,342.817,43.2231,357.5135	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.4893,11,1	-6.6824,1.1292,3.932,354.1391,345.2493,356.0256	-6.5176,1.568,4.5821,10.9017,341.8743,15.9051	-6.0461,1.647,4.6313,347.2756,44.41,359.5983	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.5181,11,1	-6.6824,1.1292,3.9322,354.1454,345.2468,356.0242	-6.5197,1.5679,4.5811,10.9736,341.8319,15.7764	-6.044,1.6298,4.6329,349.9973,44.4397,0.5843	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.5459,11,1	-6.6824,1.1292,3.9322,354.1473,345.2427,356.024	-6.5231,1.5677,4.5794,11.1203,341.8066,15.5978	-6.0431,1.6016,4.6356,355.2923,44.859,3.4471	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.5719,11,1	-6.6824,1.1292,3.9321,354.1441,345.2429,356.0273	-6.5263,1.5673,4.5782,11.3385,341.7611,15.3524	-6.0466,1.576,4.6368,359.3177,45.3749,7.0261	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.6013,11,1	-6.6824,1.1292,3.9321,354.1445,345.243,356.0247	-6.5301,1.5668,4.577,11.5227,341.6339,15.018	-6.055,1.5488,4.6368,2.9384,45.2722,10.3972	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.6296,11,1	-6.6824,1.1291,3.9321,354.1437,345.24,356.0208	-6.5337,1.5661,4.5761,11.6825,341.5486,14.8145	-6.0669,1.5251,4.6357,7.0576,44.6123,12.0817	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.657,11,1	-6.6824,1.1292,3.932,354.1478,345.2396,356.0161	-6.5371,1.565,4.5757,11.9094,341.5014,14.6383	-6.082,1.5068,4.6337,10.5623,42.912,12.1808	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.6849,11,1	-6.6824,1.1291,3.9319,354.1408,345.2461,356.0139	-6.5402,1.5636,4.5758,12.1163,341.3635,14.2883	-6.0995,1.4923,4.6315,13.6703,40.8304,11.4856	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.7133,11,1	-6.6824,1.1291,3.9319,354.1383,345.2396,356.0153	-6.543,1.5624,4.5762,12.2204,341.127,13.8279	-6.1188,1.4817,4.6292,16.5986,38.5692,9.9935	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.7428,11,1	-6.6824,1.1291,3.9319,354.1334,345.2377,356.0124	-6.5463,1.5612,4.577,12.2841,340.7724,13.4203	-6.149,1.4735,4.6261,20.0021,33.864,7.1637	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.7713,11,1	-6.6824,1.1292,3.9319,354.1284,345.2369,356.015	-6.5473,1.561,4.5776,12.2588,340.5608,13.3392	-6.1619,1.4739,4.625,20.5659,31.6795,5.971	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.8008,11,1	-6.6824,1.1291,3.9318,354.1289,345.23,356.0197	-6.5489,1.5611,4.5789,12.0209,339.8871,13.1089	-6.1914,1.4766,4.6228,21.6747,26.5424,3.1453	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.8297,11,1	-6.6824,1.1291,3.9316,354.1293,345.2319,356.0168	-6.5491,1.5612,4.5796,11.8412,339.5611,13.1048	-6.204,1.4799,4.6222,21.9435,24.0012,1.7209	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.8606,11,1	-6.6824,1.1291,3.9316,354.1265,345.2248,356.0172	-6.5489,1.5612,4.5809,11.5877,339.0723,13.2486	-6.2259,1.4868,4.6209,21.939,19.1066,359.456	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.8927,11,1	-6.6824,1.1291,3.9316,354.1229,345.2298,356.0157	-6.5478,1.5611,4.5824,11.389,338.6396,13.578	-6.2469,1.4973,4.6194,20.6073,13.9069,358.4695	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.924,11,1	-6.6824,1.1291,3.9317,354.123,345.2263,356.0131	-6.5452,1.5614,4.5844,10.9593,338.0878,14.118	-6.2686,1.5166,4.6181,17.7825,8.5229,357.9723	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.9548,11,1	-6.6824,1.1291,3.9318,354.1163,345.2255,356.0167	-6.5424,1.5623,4.5856,10.4978,337.8792,14.5005	-6.2792,1.5365,4.6176,15.6152,4.9999,355.378	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
4.9881,11,1	-6.6824,1.1291,3.9318,354.118,345.2234,356.014	-6.539,1.5637,4.5865,9.9606,337.6906,14.9249	-6.2875,1.5617,4.6168,12.226,1.3012,352.7805	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
5.0179,11,1	-6.6824,1.1291,3.9318,354.1169,345.2172,356.0164	-6.5369,1.5644,4.587,9.7029,337.5417,15.3006	-6.2903,1.5774,4.616,9.482,359.713,352.2941	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
5.0482,11,1	-6.6824,1.1291,3.9317,354.1163,345.2161,356.0176	-6.5332,1.5653,4.5878,9.3831,337.4372,15.9912	-6.2919,1.6029,4.6148,5.2729,357.8356,351.9137	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
5.0755,11,1	-6.6823,1.1291,3.9317,354.1186,345.2114,356.0175	-6.5279,1.5656,4.5891,9.19,337.5126,16.7694	-6.2881,1.6372,4.6126,359.7036,356.587,351.3844	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
5.1023,11,1	-6.6823,1.1291,3.9316,354.1192,345.2104,356.018	-6.5255,1.5652,4.5899,9.137,337.6429,16.9273	-6.2841,1.6517,4.6111,356.9477,356.3672,351.0285	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
5.1297,11,1	-6.6823,1.1291,3.9317,354.123,345.2079,356.0139	-6.5211,1.5647,4.5911,9.004,337.9355,17.2152	-6.2763,1.6765,4.6084,352.4641,356.2034,350.5411	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
5.1579,11,1	-6.6823,1.1292,3.9318,354.1192,345.2071,356.0155	-6.5166,1.5641,4.5927,8.9482,338.3217,17.4599	-6.2648,1.7009,4.6047,348.3089,357.351,350.4766	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
5.1861,11,1	-6.6823,1.1292,3.9318,354.1201,345.2094,356.011	-6.5101,1.5636,4.5948,8.8543,338.9086,17.8396	-6.2465,1.7334,4.5976,341.7326,359.7826,350.2507	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
5.2126,11,1	-6.6824,1.1292,3.9318,354.1217,345.212,356.0105	-6.5077,1.5635,4.5956,8.7254,339.1849,17.9575	-6.2386,1.7445,4.5942,339.1458,1.1558,350.5082	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
5.2398,11,1	-6.6824,1.1292,3.9317,354.1175,345.2089,356.0139	-6.5034,1.5635,4.597,8.4502,339.641,18.1069	-6.2244,1.7627,4.5881,334.9093,4.0015,351.2956	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
5.2684,11,1	-6.6824,1.1292,3.9316,354.12,345.2061,356.0184	-6.4991,1.5635,4.5985,8.204,340.0066,18.2454	-6.2089,1.7792,4.5813,330.6837,7.877,352.1638	-5.3139,0.9155,5.4373,0.0089,300.0146,20.7011	-6.43,0.8592,4.9698,354.4538,0.0023,359.9181	-6.553,0.8552,4.977,0,0.0001,0.0011	-4.99,0.8746,5.211,-0.0001,0.0001,-0.0002	-5.828,0.8546,5.118,359.969,0.0023,359.9813	-6.2871,0.86,4.9709,354.8552,0.0397,359.7371	-6.635,0.8565,5.0701,359.7651,180.0045,0.0284	-6.7159,0.8554,5.0525,4.8005,179.9412,1.2107	-6.096,0.8534,5.07,0,89.9997,0
